Compound	MC_POS_1_Salmonella	MC_POS_2_Salmonella	MC_POS_3_Salmonella	ME_POS_1_Salmonella	ME_POS_2_Salmonella	ME_POS_3_Salmonella	MF_POS_1_Salmonella	MF_POS_2_Salmonella	MF_POS_3_Salmonella	MJ_POS_1_Salmonella	MJ_POS_2_Salmonella	MJ_POS_3_Salmonella	MQ_POS_1_Salmonella	MQ_POS_2_Salmonella	MQ_POS_3_Salmonella	MR_POS_1_Salmonella	MR_POS_2_Salmonella	MR_POS_3_Salmonella	MV_POS_1_Salmonella	MV_POS_2_Salmonella	MV_POS_3_Salmonella	NH_POS_1_Control	NH_POS_2_Control	NH_POS_3_Control	NI_POS_1_Control	NI_POS_2_Control	NI_POS_3_Control	NJ_POS_1_Control	NJ_POS_2_Control	NJ_POS_3_Control	NK_POS_1_Control	NK_POS_2_Control	NK_POS_3_Control	NL_POS_1_Control	NL_POS_2_Control	NL_POS_3_Control	NM_POS_1_Control	NM_POS_2_Control	NM_POS_3_Control	NN_POS_1_Control	NN_POS_2_Control	NN_POS_3_Control	PRE_QC1_POS_1_QC	PRE_QC2_POS_1_QC	QC1_POS_1_QC	QC1_POS_2_QC	QC1_POS_3_QC	QC2_POS_1_QC	QC2_POS_2_QC	QC2_POS_3_QC
16.89_337.2527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1116.171072	0	0	0	0.788757593	7282.720549	4587.836383	16276.85771	15162.32189	13361.09162	11020.59125	9993.949254	11705.32793	11590.47601	12812.51507	8726.824977	21348.26596	16140.49632	15759.62105	0	2488.674283	6332.722122	8556.963542	9252.471593	10251.75403	5909.706434	9113.039836	3823.149155	4321.925253	4702.817998	7597.377596	7817.81984	4393.757881	6943.669368	8376.210983	2281.548584
4.51_154.0501	4826.904975	4677.054906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3265.072835	6230.126712	6540.260463	9724.1287	12587.94624	12602.07239	3984.981855	5330.137909	8834.747494	17372.11235	13557.46922	14339.2024	9805.026147	13773.22596	13026.15257	7291.938053	10505.02082	9210.947826	22885.91518	21586.96703	18286.85898	11105.86572	10071.91083	11687.2125	5756.203211	2695.68011	0	6694.214045	4988.673752	4312.978174	6614.931828	5281.620117
1.05_146.1542	1161.271481	3797.560634	467.4173143	0	338.2926768	1954.717039	0.911527268	18.06645728	45.96567096	458.9092003	0	19.83778185	0	0	0	0	0	1300.26953	4387.016386	5838.988237	10445.67151	1326.221309	6015.141438	10943.92195	5682.494098	5457.089036	11572.81007	13475.82741	17591.27576	21909.58164	18837.57692	18502.8274	24936.61469	10730.74783	14098.46525	20132.28526	14454.42778	20812.48582	25994.01474	12160.98361	18139.38393	18186.48881	5800.346935	7301.666603	5853.925025	4681.556242	7469.465638	4411.836914	5157.472933	7221.370975
15.54_513.2765	94173.55723	174071.4029	168715.4774	228480.4859	267464.977	277715.8993	14504.26492	2178.402413	455553.8308	299063.5559	279828.2	245654.9724	473667.3699	482590.6852	512024.3047	187759.6911	184105.4762	187470.7887	197285.3478	159566.9465	182612.1312	1279.553368	4187.80606	3106.832046	1159.451441	0	1101.538273	0	2033.62368	1496.709263	22255.59594	26324.68015	17092.84529	12160.1355	21133.3062	5264.510389	0	0	0	15997.58893	9215.097729	20179.87859	98733.84571	109640.9436	136149.3551	116643.6622	130327.202	133824.7022	115337.3167	107019.6901
4.66_200.0919	10998.0983	15929.30617	17624.10165	6076.337879	10068.8693	9900.219587	1399.506822	1999.009293	12658.52353	3346.091303	6949.39515	8906.205733	12314.7645	19625.5733	25027.89704	3422.485952	1033.39968	9359.01085	20980.0792	25415.6234	24496.15355	32060.94895	35291.57181	35030.6021	30215.68823	32513.94546	35255.83163	32863.55587	29702.94175	38699.78584	36201.66364	38453.43069	29136.23758	39559.06302	38773.21642	34316.13209	52399.13519	50752.27959	59629.88003	36885.91679	36030.59677	39994.6934	26846.13369	26879.2536	24072.04922	20138.81469	29498.34251	24768.57547	23564.81015	29494.42962
10.93_665.3514	0	0	1891.079623	6977.198486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5949.961701	0	63780.72976	65848.52181	59542.16133	76665.47024	100192.3846	0	35152.38196	27829.10673	36247.69679	62800.10146	60809.78898	63448.28174	39579.19649	30380.38704	35712.26629	43342.49155	25328.78343	35061.23713	17856.1164	27230.48346	34077.0834	12785.14329	22002.43853	0	17283.22232	19573.52622	21006.21319	20374.84375	17515.99239
4.32_408.7029	0	0	0	0	0	0	0	0	6319.536931	0	0	0	16577.17103	0	12168.42789	0	0	0	14003.41271	6180.853737	5762.32788	22125.2615	21865.37138	28203.5923	33089.25505	30039.12873	21365.6155	52714.17707	37414.95104	44004.84329	18603.50916	17582.35646	20679.40321	30443.4594	29258.05749	9535.798822	45683.4422	41585.76808	31087.63563	26828.71384	5422.046219	20479.85913	11560.78515	12549.756	3336.781922	22057.19159	17701.4384	22174.68205	13120.65561	25052.99754
12.86_491.3234	44857.7697	35355.24777	56683.71041	81866.11269	93191.90251	80216.91982	0	21997.74799	17821.18354	109514.043	98374.20575	74656.73739	21903.96457	16073.0235	6915.110422	0	0	13345.35302	110502.5624	147188.6107	120943.5862	252542.5886	238996.7608	235633.6705	203278.8066	207125.8185	253378.9018	295911.9665	295166.9479	263476.2906	178719.7437	207664.6415	198369.2455	223484.9394	214706.444	225522.6507	139693.7297	155357.2243	141205.6121	192411.6477	202594.3688	217936.7559	151063.1133	137050.9702	151159.3667	140880.661	154602.3598	161498.6124	152140.946	168600.7168
6.91_370.1976	7347.875973	0	0	0	5880.604712	0	0	0	0	0	0	0	0	0	0	0	0	0	40620.69243	16210.0114	19950.47454	60463.53881	58818.82167	60863.44291	9894.849091	12118.32462	16041.44966	69842.07338	73845.39746	76396.62909	51364.10846	33954.68268	37315.53449	42854.11194	37276.02748	37011.48783	48429.88194	58994.9449	53933.51444	36531.74216	26220.82302	31052.69902	27721.51875	28914.22493	25619.92067	30035.08882	35164.2733	32172.94048	30104.25931	23074.92627
0.74_113.0295	420.8480749	290.7035944	0	4381.300402	1831.51718	4973.965697	0.219039427	0.012551463	350.583006	400.7451618	0	0	2031.775414	861.6116907	1010.127245	1796.074097	2638.818897	604.1563463	6112.528917	4638.751217	6170.240982	13340.82335	10011.65755	8137.960597	14210.26816	10140.76381	3000.285996	37734.42606	34021.24315	38190.44098	16307.00457	14487.10013	13396.50821	28599.49071	26328.31869	23223.39815	28254.21892	23836.96387	21344.06353	22280.63012	19536.34225	16665.82591	11022.60079	6310.012312	1643.353148	7400.233832	2914.682594	11399.59294	6587.400568	7951.529431
10.60_533.1293	710293.9923	718041.6329	714620.8407	769793.6587	801927.464	897800.3851	488544.2136	408619.3564	389588.5209	390838.1727	450943.5943	410574.2272	642409.2894	620565.2446	564550.6702	163950.5054	160054.6961	159223.1732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158232.143	132549.2275	144654.0525	170973.3895	135213.6332	148318.1487	170620.4846	150191.4513
7.12_186.1005	573028.1579	539632.672	507977.9184	623148.1412	584685.2143	563865.2247	698166.2541	643422.3282	634328.4448	730090.4575	703076.6099	718919.3694	735410.7403	697718.3771	642125.6348	300758.5923	359586.5138	299532.6181	307024.7932	333935.451	309687.4988	307957.655	274842.0832	270082.6919	435146.1977	414548.9843	439748.2098	186716.7178	217968.6478	178855.1778	298553.6997	329671.9075	331368.4892	239261.6821	226459.2622	233370.6264	236042.6835	233869.329	218801.1438	249024.9842	258831.5886	264918.0567	411106.6143	384504.0683	384023.9697	405983.5444	378563.9788	377069.6948	401428.8559	380368.5067
8.78_469.2087	0	0	0	0	16843.54952	14342.12971	0	0	0	0	0	0	3411.54861	3505.106898	6389.194673	0	0	0	32023.03211	22612.07359	25140.18221	17024.94518	14007.63556	21480.67846	46708.04823	45821.15855	46687.74999	68988.87019	69350.73065	63008.10071	23676.52184	28990.40477	27093.43552	42432.56795	33831.47426	40045.43527	55232.58648	47081.38693	42548.79368	49505.89812	36590.73805	36437.60981	31561.66321	40336.58783	36927.52032	19066.31458	23339.17185	24249.9217	22744.6766	32432.6582
7.34_570.3303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5994.075062	0	0	0	2574.426793	0	6602.078581	75208.48059	81850.63809	76973.36195	155207.0737	162592.2468	174332.7441	41691.8972	41059.12753	52933.18901	59228.66708	68183.57138	71781.87318	44953.90816	37668.2367	44809.8813	107481.3398	122968.8242	120710.4016	59725.56626	50401.18547	73056.49718	38606.54785	45976.82888	34436.3238	49619.39655	47406.39638	30344.59615	38933.82748	52306.33301
12.19_445.1135	109157.5925	103512.2476	109353.8234	87004.50233	96516.81403	98372.67728	88418.94246	102494.9143	72312.06275	25262.53926	33243.80248	29274.36657	101209.854	89638.87064	105066.4033	44579.99965	44338.08745	53498.67885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.044809697	0	0	0	0	20829.98097	18484.6185	13487.63002	12477.7987	19179.57002	18846.98858	19374.26112	18142.77881
12.96_468.3072	25340.94253	40255.06891	29030.8531	22675.6385	32955.35732	28119.91766	16072.97211	23684.34658	21738.24822	21655.14589	44413.34871	19798.53924	71772.22751	59824.12112	40127.58585	0	22716.60998	12843.71338	153449.0849	141128.8031	135352.5235	108922.9842	150705.7367	150431.4142	80283.70545	82555.79261	95159.35565	182208.6962	231434.216	197217.2104	161920.9112	212835.3704	175425.516	189650.8522	218698.2337	236876.396	153298.3108	162831.648	169240.0292	144862.9347	147864.9108	165578.4628	149070.927	108217.6136	119609.4392	98137.41679	87532.67528	106003.8169	110281.1801	106544.2605
0.72_285.1330	905.7653795	1896.545766	1261.399067	6834.373612	1109.797112	1101.882123	260.7314498	0	0	0	0	0	2260.964473	937.1012878	1186.881462	3962.080476	0.336111947	0	17649.32328	12346.80227	13925.80916	51031.27147	30147.35428	16933.94491	64574.45773	25386.92027	24536.1418	99166.93942	79880.78456	53829.14301	27080.4687	13048.27997	15412.27019	58648.05666	42087.30481	39693.88604	49203.9547	38692.43248	28202.45861	47732.76106	41117.70642	36028.03264	34392.45453	22924.40871	25598.86212	10097.77929	6455.452359	21816.75298	7312.974657	8195.524022
8.13_407.0822	0	0	0	0	0	0	0	0	0	0	0	0	5636.554201	6353.808036	0	0	0	0	54566.50133	23935.86968	10873.67505	55075.86247	27704.73277	25023.80099	19191.66943	17143.77091	15457.42525	72869.08445	42897.2185	39469.60781	78911.02639	53369.4023	49425.77026	64767.2905	54665.58581	45587.72293	42829.67198	40564.93552	34903.5505	85819.94331	56826.42905	45217.5314	51116.91013	48430.37501	49716.50251	37696.91	29830.62197	40369.03249	30657.14867	23100.7709
10.26_665.7886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4071.656274	0	32644.06488	40625.48751	23958.99965	30975.64828	26856.38857	39986.7552	11182.29886	14684.96421	16912.63185	23356.68146	30584.36758	16529.71028	39373.16603	24292.76103	14753.80693	0	28750.25033	19006.0742	0	17009.68731	15499.29551	7068.355081	0	0	0	6578.544431	0	0	0
7.53_472.2642	0	0	0	0	0	0	0	0	0	0	0	0	4789.125551	0	3163.770871	0	0	0	4154.424602	5117.882783	0	28066.3128	36326.43658	20396.2791	16515.91266	15385.24702	20289.65932	12917.46784	16339.89756	18299.1815	8663.354402	8299.246181	8019.920695	13094.21619	0	8166.289494	17060.41658	19214.56635	18464.44794	13666.3419	11242.33495	15918.85535	8278.976499	9984.093439	11765.73953	9124.745167	7597.312107	13766.36895	0	9411.640625
6.66_347.1887	0	0	0	13555.13947	0	6648.262698	0	4893.514389	0	2293.786909	1903.726791	0	0	4744.071837	2866.529077	0	0	0	0	0	0	29660.18449	29493.95029	35930.941	29461.03924	32094.95937	37698.35185	22302.57845	20900.22982	23541.63965	24785.24043	27734.41949	31352.85677	19753.48038	26338.36861	27701.04023	19690.74683	17818.69483	10530.57827	5434.38144	2833.237481	8083.192466	20440.20591	11590.03111	12275.04497	13978.76125	26871.83918	17404.75696	12999.06621	19270.18481
1.42_205.1184	456992.453	504552.9208	452426.0167	397629.2418	442498.2076	450689.9075	377294.1972	398059.2213	387149.2442	236994.5544	352876.9531	322675.1028	272300.5978	307812.0667	289735.442	191215.3632	230067.3779	219870.0138	56394.3663	58910.34777	50304.75046	0	59476.63671	78724.23032	212328.2548	232089.2282	222518.2652	31698.73472	32860.39819	37268.76931	110811.2224	132327.6898	139028.2496	58073.93964	73004.12512	84931.44998	54831.94088	59246.64698	64755.36342	77825.84126	108441.2933	104683.5012	159376.2167	144807.031	154800.1903	184859.8551	168033.2034	167918.6692	174755.4032	186508.1894
8.81_545.2249	15379.91225	15926.20947	12524.30911	13272.02426	20191.23501	20546.77449	16270.97914	63131.72126	22323.32302	9366.684346	26061.01922	9821.666817	49311.81178	62823.44851	48905.63495	0	0	11527.95899	69393.98779	64258.12855	60926.22001	238611.6296	242801.2077	230572.2519	114045.9919	109770.3262	109055.7398	255973.1176	250914.8463	248758.7181	102057.171	97517.96887	96916.00544	208171.2788	196041.0696	187018.037	85369.78907	79765.75845	79846.08476	144486.2958	138295.4431	137188.2488	114955.9638	101022.0239	102056.7143	113059.4735	110254.7367	109670.5225	106440.6044	102521.0154
0.74_267.1100	0	1274.432703	0	9521.144827	2880.287643	1913.130462	0	0	0	0	0	0	184.6589707	0	193.7485783	0	97.18431494	0	0	2675.362237	0	0	11122.61255	5482.477504	19625.1001	18070.51967	8507.227678	41909.11086	36957.34801	31940.31735	28688.98568	11097.71274	11671.84255	36476.75087	29173.68422	28024.3675	45995.75012	35431.0192	36454.24363	24724.84105	21823.13865	18319.62043	13243.7826	9171.948288	11956.19711	15386.6262	3141.831822	0	9448.714672	7041.704549
3.95_434.1892	0	7198.759531	0	0	0	0	0	0	0	0	0	0	160791.0072	169345.7085	168873.69	40408.08595	71665.26614	54887.20849	761837.9965	646123.0717	631105.129	1017492.005	1018037.202	1061283.69	1870686.978	1717512.486	2198435.583	595863.2954	582414.6453	624289.2706	772015.0912	741627.1358	690674.0237	1334662.286	1265227.139	1190854.488	665326.1173	643030.6996	654303.4823	1497778.889	1256817.779	1400830.309	782021.864	774416.3369	702225.7516	585325.8755	613301.1767	650228.8409	606496.4877	575080.1753
6.43_386.2287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108712.2514	126824.0846	118529.0827	150387.6146	163854.2226	171185.4571	79233.10295	89414.09748	90846.75746	148348.7769	163730.5237	164772.118	109956.0183	125531.719	135581.2269	111148.0576	136278.9294	126138.7448	195368.579	214977.737	204410.9077	95299.95054	119117.8683	113103.125	86771.87716	78983.42227	92465.31708	83336.34677	92909.49385	84098.40911	94409.35361	105433.5007
0.74_81.0446	6537.04981	8330.100929	5378.416958	11099.95834	5594.644433	4511.188082	0	0	185.6994675	0	589.175558	0	1051.948955	1543.827468	3015.352499	5586.980693	4758.663042	2750.73507	6777.747145	7691.663943	11823.83326	14998.49571	17941.9635	14937.61756	19722.12675	16407.71867	11198.76727	54535.17793	46746.49608	48206.58389	30516.89735	25388.94388	21419.18243	48055.29254	36644.18927	33040.67089	46165.37756	41835.04867	39502.65041	30745.4924	24809.55756	22765.85936	18135.99093	21450.07407	16707.47457	9622.396528	9864.26769	23048.03224	16488.10537	9890.015625
6.66_465.3051	0	0	0	0	0	0	0	0	0	1947.235433	0	0	0	0	0	0	0	0	0	13188.51028	8366.803852	22034.68492	22690.34868	23656.13943	18657.08267	16712.47004	15240.51926	10139.59691	26559.76564	31998.45516	19291.06109	21752.79843	26676.7519	9424.317645	15439.97507	6222.14773	7096.719094	6727.042788	14912.71867	5952.305656	7833.905024	4941.418484	6335.97591	6104.528276	0	3593.232184	6981.145576	845.6390716	9958.687353	11236.39345
15.91_462.2686	412006.7717	449990.455	456323.6329	497606.769	577286.9061	597899.3614	212589.0117	176364.3932	1160921.786	561892.8468	640455.7679	692116.4681	846268.0599	929808.5185	954399.3978	627712.5187	659409.2027	632862.6853	288999.7471	328733.3092	308428.139	98446.11612	114049.227	115738.0087	67129.83777	73122.39802	80777.88927	141791.9502	156115.885	151438.0185	118670.1653	138075.5848	120904.4895	160256.4336	118989.9195	140674.4636	108090.3108	107348.8742	98258.92847	121127.8578	101561.0012	106429.3613	321061.9423	290870.3125	337388.438	321200.2785	361347.9401	333065.3852	369980.522	339186.7823
15.12_1023.5429	0	0	0	0	0	0	0	0	0	0	0	0	0	20805.23237	7182.650764	0	0	0	13302.28398	0	0	50647.65179	55375.42275	46578.54723	50896.98365	115418.948	121209.7223	22423.82257	44744.44645	41484.45285	101368.0692	140318.1724	107829.2332	124908.629	134177.9173	128081.0305	21884.41754	23977.29348	0	89695.09834	100572.687	106283.726	44808.78232	0	0	53528.40887	15770.17341	0	54581.53274	54448.97405
7.12_234.1697	5358.686692	11590.60376	9192.118603	0	0	0	0	5907.856538	0	0	0	0	0	10595.7081	0	0	0	0	27249.87169	23442.88983	17737.34947	34510.04741	30405.78546	32843.63197	4734.573124	10082.47672	9441.508928	31490.77419	40658.56711	32531.92703	23922.83349	21963.91551	23973.74786	36603.47451	38161.38426	36487.58211	31324.76867	31448.62113	35326.39729	32320.92487	31391.88419	33957.32354	26016.19579	5105.191262	19262.7573	21479.93705	24235.98367	21415.93737	16703.48668	19967.01904
0.76_220.1173	0	20.44010605	0	1072.611007	0	3933.824069	0	0	100.0023537	0	638.1309349	0	0	0	2454.039943	0	0	0	6124.672417	9697.339565	6427.724399	12903.79636	11189.78754	7634.144259	8747.406184	8846.2408	4419.506278	6552.683138	11905.93615	23229.34605	8959.043875	5771.611278	3668.434208	13635.34471	21874.55852	15265.78161	22611.60666	11876.49584	19379.9166	20135.25072	22398.41018	20958.15784	0	0	8080.80168	0	10238.75348	8263.106047	0	0
3.69_244.2020	8862.520424	2013.872432	7765.231935	1453.866138	0	0	2280.912403	7512.627906	8291.967173	2440.985173	941.1997553	0	2941.948087	2180.036583	6155.595161	2920.128497	0	0	50123.89874	47866.13222	43600.212	49256.53244	38795.62173	39298.93573	24259.14681	23969.1843	20530.10262	97059.96116	84745.44268	91679.71277	72661.21303	75829.07202	75218.27596	99496.23279	108079.7203	94271.87118	139252.1267	160064.7064	149455.8338	95679.99698	97380.20028	92827.60533	64999.23958	49962.13265	59256.80829	50827.93892	46489.35446	49138.59768	47790.42736	52200.03204
11.80_263.1281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8184.875157	13300.74984	0	9361.471529	6392.260248	8608.517522	8934.859899	4418.783885	9738.695766	20365.01156	12632.80363	13592.0981	25455.46866	11393.84721	19641.92003	19418.07721	22398.51778	18275.23449	8772.244323	13115.11245	15632.01399	18658.09268	23251.29629	24634.46667	0	0	6894.064541	5246.130798	5084.247232	7871.367181	8015.113131	5385.820313
0.74_202.0711	0	2346.95774	0	7664.116013	4214.945722	832.4864567	706.2905044	0	0	3201.01158	901.2764371	213.8109481	0	754.7319899	0	1049.769685	3092.887946	2525.01935	16487.78713	10691.17218	4541.881476	49758.11389	35179.80561	28646.93862	22514.06247	15784.52125	4435.874754	120628.1792	96875.10134	89429.82964	40067.15122	31906.22627	22352.4941	71962.02672	55634.74715	53603.22476	68666.78372	49431.08819	38956.39759	92887.27974	59418.29247	48556.73212	30756.52637	23964.75125	23328.69578	9507.268083	9328.035804	24830.95939	14365.69681	7622.675293
3.00_196.0636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	768.2628103	0	37010.90564	28051.15612	34800.34843	22210.0675	22336.76648	17207.83045	28425.67313	75349.47478	32419.40847	1115.343629	54079.53825	39921.65756	20397.15726	15185.02568	19550.97083	82255.75174	65675.52007	49748.76961	13856.19033	37021.43342	25328.63978	0	0	1573.791811	26753.04965	30423.03619	2619.739838	18482.94467	21147.17822
12.14_288.1271	81071.76787	68876.85382	74657.54652	36852.35589	33404.26723	31839.89187	49973.78127	49990.16132	50174.86232	45632.22649	56877.57157	53497.10805	72329.50164	72632.68431	61350.90509	65891.60198	57058.38684	62210.15917	0	0	823.3511631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2544.779472	0	0	9584.489986	9802.852539	5719.622303	13888.24006	9163.211858	13980.26109	15241.05726	16112.71943
8.01_899.5438	269987.2684	231834.327	274426.3073	259070.5352	323276.9098	310486.6288	280667.7933	131437.5815	296838.7048	35699.94361	37276.76496	22878.66074	649913.8562	625367.8564	635607.152	321872.6206	333617.6477	340489.1087	719461.4221	683902.4676	630892.1154	78576.82264	86600.10481	103698.7636	18938.18034	25792.62754	13426.62613	79979.38717	57373.74989	64417.91965	75355.32354	72162.09721	76673.67331	69664.94463	71361.18458	48555.4934	33791.58337	28974.19713	31484.81001	92847.45378	95120.52155	92023.20153	151569.8754	212011.1401	217269.0964	221839.4173	214266.0893	206255.0709	192317.8028	185137.8744
5.46_159.0684	30821.57493	33637.4352	36445.38522	37329.61435	55068.95738	44980.762	67372.70854	73748.25787	86748.3735	43849.82545	47311.01161	61794.03169	47996.28185	58903.63066	71266.30244	46150.61144	50843.0938	69812.96216	7924.881832	6216.068053	12192.50941	0	935.2109754	0	1391.290384	2324.620132	2466.661309	0	263.9686184	2811.746648	2003.912189	2129.14129	381.6159015	1499.157643	1440.790758	1227.438687	1585.625562	729.4292121	1326.789525	2200.958353	5619.142111	3684.085422	17214.48011	15685.23875	11949.8062	17032.14741	23854.28082	15237.81989	20764.29357	22434.943
5.43_187.1078	174811.6315	165005.6826	170342.4861	176748.3969	174831.5405	162889.7525	56771.65483	151459.5375	148385.2014	206723.769	184769.1779	201781.5489	165213.6883	138195.8513	149126.3238	71526.97079	84284.64436	80195.26691	49690.39236	38655.32606	44614.80126	58815.12596	58964.04483	50766.08012	130290.1201	114763.0888	129696.5029	38728.37121	35418.183	30635.18377	88659.06936	73722.8178	83624.89702	51065.04026	52674.88999	44182.11287	35727.01921	35755.19881	38263.94907	59417.77256	54040.71617	60156.76473	105375.3136	97057.89289	101128.7981	94408.50678	95895.96087	89462.47645	96975.75144	88986.03536
1.41_499.3791	0	0	0	0	0	0	0	488.8188995	0	0	0	53.7576508	1682.539978	449.0908512	0	0	0	0	0	8842.285161	9699.068795	20888.94077	22862.71612	25759.11285	24330.88957	22956.66083	23930.80278	17556.9307	17879.0263	0	23488.41084	19381.59445	25392.9587	24758.26674	24728.51825	0	25067.30118	34435.18112	20210.40212	22857.92162	25242.73527	27531.07089	9042.800335	11105.87854	8504.800781	6988.049907	11595.75148	9512.980181	10571.61154	7582.503979
0.77_535.3644	0	0	0	0	6198.038341	0	0	0	0	0	0	0	119.9453905	0	0	0	0	0	0	68284.06708	69525.69904	206281.503	183720.3873	178472.0427	344029.9216	320240.5317	281717.9219	247559.5308	262922.1565	0	403134.8325	352342.5976	273225.6704	274594.8387	269341.367	0	354606.7066	315002.2404	289536.9361	236268.3612	199077.7974	182756.0015	183752.5267	175207.2909	159819.8721	177050.1204	201355.2462	180801.9079	184476.8116	167009.3785
0.96_533.3480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32555.47832	35303.70669	102460.7364	100266.7559	82387.65343	125922.6219	112704.7054	140416.8712	94120.96298	98709.49728	0	197844.1179	168587.6041	160467.7028	137591.0357	124397.6306	0	164943.1125	175179.4839	154488.4825	172153.4697	162337.6423	146489.8771	77986.58513	66104.71091	83850.57481	89136.64528	80123.2757	77613.94407	87880.58689	96374.8292
2.42_146.0613	21780.9671	19404.574	20299.61275	33842.81286	38380.747	43403.42561	78641.30954	19077.81156	27807.85187	10898.39621	15355.26738	12238.33638	70466.51258	65547.80317	24440.86002	94794.57944	23422.88265	37026.36589	14217.7991	169610.2545	170882.8224	241985.9235	271433.5775	333733.1424	297917.3734	329026.3967	344867.0832	284554.1189	320297.3021	0	289500.2717	290022.6765	344923.7971	312160.2246	348386.8575	351743.9678	275266.0318	305392.4784	285595.4118	249733.4341	296998.8787	340887.4799	174092.2968	152559.8136	147155.6133	153316.9258	171848.2339	153969.302	161108.6299	166222.093
1.94_255.1239	1920.50519	0	0	0	2223.090638	0	5356.129597	0	0	1602.000417	3682.006011	2198.113756	19749.24594	25712.28369	45587.99711	0	7010.172236	7152.786938	0	119258.8257	104746.8669	401664.9493	522524.3321	482850.1334	314245.0827	356792.1359	295103.1734	519597.704	582715.4658	0	620091.2611	771181.1654	708400.0888	505671.5561	565477.4795	0	492631.3342	583826.8161	514927.0091	364654.1413	443358.7683	435431.6637	214437.3419	220911.3645	219966.6208	223239.6897	210078.8813	226554.6343	220334.8846	208667.0884
2.46_227.1289	16569.60993	15626.4474	18928.52182	8362.246466	7642.146436	20387.4014	0	2816.428513	4419.520579	133.6859044	1305.328842	3660.910318	40654.19756	46133.60311	89736.90877	2401.026392	30321.47017	16359.52318	0	203971.6722	215243.1749	422085.3201	521250.5843	606627.3447	503497.3978	563061.6312	604479.3211	694667.4916	738305.7979	0	541913.1834	574595.0526	668054.5776	571854.0948	619139.244	20572.59706	412853.9608	498740.869	525460.1824	379085.7548	437988.3873	469654.7503	241296.153	230791.6651	234180.6499	234303.2959	256708.7765	229456.9965	214949.7647	259052.3223
0.99_209.0851	8302.279161	14286.90845	15758.92384	9382.733398	3743.154942	7738.342397	0	13518.70981	11861.14352	6675.804134	7078.744445	7042.385093	10673.89823	10569.41617	2870.175708	1470.83172	19306.62936	14793.12322	3373.625488	113989.4061	120705.2752	198207.5377	234165.6663	249530.4057	218274.362	269068.6055	250420.9531	200947.0144	216919.7151	0	221740.6116	202115.6724	225137.761	190914.0431	201238.9097	31145.3077	182633.7463	197608.8888	197247.7397	209177.1209	229983.6882	232156.7135	115065.8086	121387.2862	104232.1706	117207.3956	117559.6467	117428.4981	112311.5375	105874.158
0.63_509.2904	0	62.4323582	515.497526	4273.021379	5987.206944	3796.837303	279.7461176	11783.48418	7375.045034	1546.064702	2719.513943	2510.145926	10794.44671	1913.292516	0	0	6598.079223	11292.55891	0	9906.879433	9801.495354	124301.1277	127172.0382	125850.4106	114839.4041	119446.1422	99077.9169	84792.42064	71280.42869	0	72136.38815	67836.09752	90774.82403	45438.94428	87715.35393	420125.2946	17396.96787	22271.49426	32844.48949	92020.99201	87663.23661	97414.48668	50313.33948	50952.28465	50561.02979	46241.41881	52706.36099	37007.08554	51631.45273	72233.84667
1.85_165.0769	42682.72779	30977.59327	11817.96422	21971.82454	15200.0742	18508.79718	14110.30734	2670.359378	3368.666861	1788.500003	1079.578358	1427.169939	9654.78495	6914.961019	0.894962038	0	12600.44504	11182.1849	60609.89141	22677.62097	19506.43753	80905.37462	95064.69502	97535.93159	45320.65947	55118.63159	49966.6101	101352.4626	102995.0754	0	111618.7976	117779.2772	127373.0566	111069.7305	104587.325	724.9437413	102978.5906	125378.9808	105425.9458	110148.0108	108055.2422	124490.7153	42074.58118	35719.78229	32623.88543	39616.41233	46422.17629	46931.12574	44008.85638	30904.16464
1.82_347.1855	0	0	0	0	0	0	1.816877964	0	1959.764619	0	0	0	2022.821659	4107.076224	0	0	0	0	0	15397.19612	16384.75058	37514.25462	42214.35794	39823.92645	25507.36893	23841.92374	21713.8042	37922.33299	30828.99437	0	25068.79844	25622.48099	29028.36705	35808.10644	42739.34691	124.3103016	23262.09598	28245.91312	35301.27521	24694.73606	38630.24858	39390.66298	10271.65085	8483.20784	9450.984924	10523.26748	10091.59492	12008.00058	12665.93789	11633.22976
